"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.67","786","0.59","0.76","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.21","587","0.11","0.31","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.92","48","0.57","1.27","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","-0.26","3819","-0.30","-0.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","-0.02","257","-0.17","0.13","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.54","440","0.42","0.65","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","-0.06","318","-0.20","0.07","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","1.06","28","0.61","1.52","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.12","3671","0.08","0.16","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.34","235","0.19","0.50","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.84","346","0.71","0.97","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.54","269","0.40","0.69","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.73","20","0.19","1.26","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.57","812","0.49","0.66","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.87","23","0.36","1.37","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.78","26","0.31","1.25","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","-0.31","23","-0.81","0.20","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.64","3","-0.75","2.03","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.19","366","0.07","0.32","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.47","11","-0.25","1.20","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.59","16","-0.01","1.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.89","446","0.77","1.00","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","1.23","12","0.53","1.92","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","1.08","10","0.32","1.85","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","1.06","611","0.96","1.16","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.65","39","0.26","1.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.56","3","-0.83","1.95","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.84","153","0.65","1.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.44","20","-0.10","0.98","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","1.14","458","1.02","1.25","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.87","19","0.32","1.42","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","28","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","0.79","207","0.62","0.96","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","0.42","16","-0.18","1.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","0.59","118","0.37","0.81","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","12","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","1.05","89","0.80","1.31","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","N/A","0","N/A","N/A","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","-0.08","383477","-0.09","-0.08","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.01","21407","0.00","0.03","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.50","47104","0.49","0.51","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.19","23707","0.18","0.21","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.95","1662","0.89","1.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","-0.28","193139","-0.29","-0.28","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","-0.19","10592","-0.21","-0.17","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.31","23914","0.29","0.32","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","-0.02","11657","-0.04","0.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.86","851","0.77","0.94","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.12","190338","0.11","0.13","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.21","10815","0.19","0.24","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.69","23190","0.68","0.71","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.40","12050","0.38","0.42","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","1.05","811","0.97","1.14","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.01","401831","-0.02","-0.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.21","202947","-0.22","-0.21","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.19","198884","0.18","0.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.04","27415","0.02","0.05","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","-0.14","13890","-0.16","-0.12","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.22","13525","0.20","0.24","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.10","47561","0.09","0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","-0.11","23171","-0.12","-0.09","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.29","24390","0.28","0.31","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.04","9711","0.01","0.06","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","-0.14","5033","-0.17","-0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Other Christian faith schools","0.23","4678","0.19","0.26","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.61","1148","0.54","0.69","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.29","547","0.18","0.39","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Jewish schools","0.91","601","0.82","1.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","1.02","671","0.93","1.12","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","0.78","178","0.60","0.96","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Muslim schools","1.11","493","1.00","1.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Sikh school","0.78","266","0.63","0.92","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Sikh school","0.58","146","0.38","0.78","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Sikh school","1.01","120","0.79","1.23","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","0.00","489560","0.00","0.00","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","All state-funded mainstream schools","-0.20","246433","-0.20","-0.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded mainstream schools","0.20","243127","0.20","0.21","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","!","!","!","!","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Hindu school","0.56","89","0.31","0.82","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Hindu school","0.38","54","0.05","0.71","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Hindu school","0.84","35","0.43","1.25","",""
